timestamp,open,high,low,close
2026-01-01 00:00:00,850.0,851.918328947974,841.9727814177637,845.608311971297
2026-01-01 01:00:00,845.608311971297,846.9232969985047,834.6875662165844,835.1206609354965
2026-01-01 02:00:00,835.1206609354965,839.9850956779703,829.9383953046705,835.569273660592
2026-01-01 03:00:00,835.569273660592,848.4497904156582,833.5060176010338,845.7857598163947
2026-01-01 04:00:00,845.7857598163947,845.9196608088391,838.8201584048404,839.6079154017247
2026-01-01 05:00:00,839.6079154017247,849.1072903308532,830.4799711027481,830.8640422909781
2026-01-01 06:00:00,830.8640422909781,855.2742116271874,830.7315358291079,852.1880641431279
2026-01-01 07:00:00,852.1880641431279,852.357233030014,844.3321422735136,850.1569269642101
2026-01-01 08:00:00,850.1569269642101,873.0164839414974,849.5851848168636,865.3960615089167
2026-01-01 09:00:00,865.3960615089167,872.7050520480502,857.3981898667369,864.0599287956449
2026-01-01 10:00:00,864.0599287956449,864.1358940390535,852.378163313153,855.1187886263193
2026-01-01 11:00:00,855.1187886263193,885.5941861616326,853.375626615769,883.4953822819475
2026-01-01 12:00:00,883.4953822819475,886.7970727470033,874.390269690389,880.8355778443746
2026-01-01 13:00:00,880.8355778443746,895.3894053755575,876.3802641537278,885.5688102424145
2026-01-01 14:00:00,885.5688102424145,892.9534238693001,882.2261963173157,882.689367559071
2026-01-01 15:00:00,882.689367559071,889.560721122725,868.1932494028662,869.5631883464715
2026-01-01 16:00:00,869.5631883464715,885.6267728301121,865.3312826173042,882.8159100593776
2026-01-01 17:00:00,882.8159100593776,907.1351404047867,879.9438566836382,899.6019075207578
2026-01-01 18:00:00,899.6019075207578,900.0993165489942,892.1478896938075,896.9135309977001
2026-01-01 19:00:00,896.9135309977001,903.816370553084,892.6721255389434,897.366984912779
2026-01-01 20:00:00,897.366984912779,901.8360723522279,893.7499583100415,897.0185058991491
2026-01-01 21:00:00,897.0185058991491,917.3752527705334,892.7628406609833,914.7804845049466
2026-01-01 22:00:00,914.7804845049466,932.2395347482415,914.5284968453908,928.864483572623
2026-01-01 23:00:00,928.864483572623,942.5228741004922,926.2700297676827,932.0669997084564
2026-01-02 00:00:00,932.0669997084564,935.7727954296306,925.2578212901421,927.3591343952448
2026-01-02 01:00:00,927.3591343952448,929.2618197871193,920.3141711302824,926.2644328957938
2026-01-02 02:00:00,926.2644328957938,927.6384380577678,905.9659849383294,924.104256153201
2026-01-02 03:00:00,924.104256153201,927.5194896685052,911.9540712724482,919.1367571361947
2026-01-02 04:00:00,919.1367571361947,921.2075832079277,904.2453305710472,906.2419706275388
2026-01-02 05:00:00,906.2419706275388,912.9390619213713,900.5057244002364,904.8906812811323
2026-01-02 06:00:00,904.8906812811323,926.9590625978451,901.4719213769841,921.8196637702625
2026-01-02 07:00:00,921.8196637702625,929.6155511283786,911.374296068296,912.7915913416826
2026-01-02 08:00:00,912.7915913416826,912.8269088626993,893.0644082819324,900.6718641375152
2026-01-02 09:00:00,900.6718641375152,916.3461627045042,898.3892762601478,914.6438264664763
2026-01-02 10:00:00,914.6438264664763,933.4201664180094,913.2042220224973,929.9151558394028
2026-01-02 11:00:00,929.9151558394028,949.3482249570928,929.7925610323676,938.7174079267605
2026-01-02 12:00:00,938.7174079267605,946.2697218782426,936.7587262180056,945.0076654631062
2026-01-02 13:00:00,945.0076654631062,972.395906586954,939.7725971153687,967.1010320923558
