timestamp,open,high,low,close
2026-01-01 00:00:00,850.0,850.7015848063166,841.9727814177637,845.44704961188
2026-01-01 00:15:00,845.44704961188,850.9181903539873,844.2534175159908,849.8853467049304
2026-01-01 00:30:00,849.8853467049304,851.918328947974,843.6051566158831,847.3999758474117
2026-01-01 00:45:00,847.3999758474117,849.3976288135584,842.5012438283593,845.608311971297
2026-01-01 01:00:00,845.608311971297,846.9232969985047,842.025734998724,843.2233769926794
2026-01-01 01:15:00,843.2233769926794,846.3497729414512,842.5816507431342,845.0283678236298
2026-01-01 01:30:00,845.0283678236298,845.3842296737043,839.0776252114143,840.8872240180414
2026-01-01 01:45:00,840.8872240180414,843.8092333256179,834.6875662165844,835.1206609354965
2026-01-01 02:00:00,835.1206609354965,839.9850956779703,834.8662347142424,838.0452213922833
2026-01-01 02:15:00,838.0452213922833,839.0586266883948,834.9910184168339,837.3166873145154
2026-01-01 02:30:00,837.3166873145154,837.6124308562971,830.497983166053,831.9872115667262
2026-01-01 02:45:00,831.9872115667262,837.8374726100831,829.9383953046705,835.569273660592
2026-01-01 03:00:00,835.569273660592,837.2890479977588,834.8404941115042,835.9173977287918
2026-01-01 03:15:00,835.9173977287918,846.3603416066119,833.5060176010338,841.9350017105878
2026-01-01 03:30:00,841.9350017105878,848.4497904156582,841.139402455483,847.7973553701345
2026-01-01 03:45:00,847.7973553701345,847.8761726561763,842.3435437736039,845.7857598163947
2026-01-01 04:00:00,845.7857598163947,845.9196608088391,844.5447858738906,844.7362894240147
2026-01-01 04:15:00,844.7362894240147,845.2195675772572,843.1218456647098,843.9074933220356
2026-01-01 04:30:00,843.9074933220356,845.5436581463323,838.8201584048404,840.5988443312054
2026-01-01 04:45:00,840.5988443312054,842.61272899015,838.8846629604733,839.6079154017247
2026-01-01 05:00:00,839.6079154017247,848.8420429680118,838.0633985951945,848.4558257213112
2026-01-01 05:15:00,848.4558257213112,849.1072903308532,846.7697122285155,847.3440338273113
2026-01-01 05:30:00,847.3440338273113,848.1041733038666,832.6896084044739,833.4435803408328
2026-01-01 05:45:00,833.4435803408328,837.593189323496,830.4799711027481,830.8640422909781
2026-01-01 06:00:00,830.8640422909781,835.2919103059126,830.7315358291079,831.6102001375341
2026-01-01 06:15:00,831.6102001375341,845.5942362176141,830.9467959844002,845.1710420950957
2026-01-01 06:30:00,845.1710420950957,847.5233911003879,842.6568319031627,847.5071547705098
2026-01-01 06:45:00,847.5071547705098,855.2742116271874,844.4230824323668,852.1880641431279
2026-01-01 07:00:00,852.1880641431279,852.357233030014,846.545863272703,848.7250431879904
